500,-50.805
501.26,-49.629
502.53,-49.199
503.79,-49.659
505.06,-50.8
506.32,-52.854
507.59,-56.884
508.85,-63.266
510.11,-60.259
511.38,-54.884
512.64,-52.016
513.91,-50.561
515.17,-49.727
516.43,-49.559
517.7,-50.201
518.96,-51.445
520.23,-53.582
521.49,-57.63
522.76,-63.399
524.02,-60.406
525.28,-55.365
526.55,-52.592
527.81,-51.097
529.08,-50.153
530.34,-49.854
531.61,-50.282
532.87,-51.188
534.13,-52.84
535.4,-55.967
536.66,-60.825
537.93,-62.962
539.19,-58.109
540.46,-54.666
541.72,-52.591
542.98,-51.121
544.25,-50.358
545.51,-50.271
546.78,-50.555
548.04,-51.435
549.3,-53.315
550.57,-56.113
551.83,-59.867
553.1,-62.567
554.36,-59.692
555.63,-56.237
556.89,-53.593
558.15,-51.949
559.42,-51.053
560.68,-50.512
561.95,-50.528
563.21,-51.27
564.48,-52.447
565.74,-54.151
567,-56.896
568.27,-60.514
569.53,-62.675
570.8,-60.012
572.06,-56.685
573.32,-54.279
574.59,-52.455
575.85,-51.405
577.12,-51.063
578.38,-51.008
579.65,-51.315
580.91,-52.21
582.17,-53.46
583.44,-55.146
584.7,-57.952
585.97,-61.77
587.23,-62.967
588.5,-59.568
589.76,-56.573
591.02,-54.609
592.29,-53.064
593.55,-52.053
594.82,-51.607
596.08,-51.363
597.35,-51.42
598.61,-52.089
599.87,-53.155
601.14,-54.537
602.4,-56.681
603.67,-59.501
604.93,-61.916
606.19,-61.985
607.46,-59.75
608.72,-57.282
609.99,-55.046
611.25,-53.464
612.52,-52.622
613.78,-52.061
615.04,-51.756
616.31,-51.929
617.57,-52.319
618.84,-52.824
620.1,-53.862
621.37,-55.446
622.63,-57.314
623.89,-59.775
625.16,-62.329
626.42,-62.42
627.69,-60.088
628.95,-57.791
630.21,-56.127
631.48,-54.628
632.74,-53.4
634.01,-52.75
635.27,-52.385
636.54,-52.165
637.8,-52.378
639.06,-52.869
640.33,-53.374
641.59,-54.231
642.86,-55.58
644.12,-57.103
645.39,-59.032
646.65,-61.483
647.91,-62.797
649.18,-61.557
650.44,-59.517
651.71,-57.895
652.97,-56.367
654.24,-54.949
655.5,-54.042
656.76,-53.419
658.03,-52.869
659.29,-52.709
660.56,-52.87
661.82,-53.02
663.08,-53.383
664.35,-54.094
665.61,-54.842
666.88,-55.813
668.14,-57.389
669.41,-59.159
670.67,-60.707
671.93,-62.001
673.2,-62.344
674.46,-61.21
675.73,-59.484
676.99,-58.082
678.26,-56.813
679.52,-55.511
680.78,-54.643
682.05,-54.155
683.31,-53.666
684.58,-53.391
685.84,-53.414
687.1,-53.39
688.37,-53.46
689.63,-53.897
690.9,-54.416
692.16,-55
693.43,-55.991
694.69,-57.103
695.95,-58.069
697.22,-59.36
698.48,-60.915
699.75,-61.931
701.01,-62.225
702.28,-61.905
703.54,-60.811
704.8,-59.247
706.07,-58.071
707.33,-57.255
708.6,-56.305
709.86,-55.499
711.13,-55.026
712.39,-54.516
713.65,-54.087
714.92,-54.018
716.18,-53.988
717.45,-53.926
718.71,-54.133
719.97,-54.39
721.24,-54.556
722.5,-55.016
723.77,-55.677
725.03,-56.237
726.3,-57.035
727.56,-58.076
728.82,-58.865
730.09,-59.699
731.35,-60.898
732.62,-61.794
733.88,-62.118
735.15,-62.26
736.41,-61.916
737.67,-60.849
738.94,-59.878
740.2,-59.252
741.47,-58.402
742.73,-57.524
743.99,-56.981
745.26,-56.386
746.52,-55.746
747.79,-55.456
749.05,-55.234
750.32,-54.904
751.58,-54.804
752.84,-54.771
754.11,-54.583
755.37,-54.599
756.64,-54.782
757.9,-54.838
759.17,-55.056
760.43,-55.451
761.69,-55.655
762.96,-55.932
764.22,-56.454
765.49,-56.838
766.75,-57.284
768.02,-58.062
769.28,-58.683
770.54,-59.165
771.81,-59.953
773.07,-60.616
774.34,-60.995
775.6,-61.703
776.86,-62.381
778.13,-62.402
779.39,-62.356
780.66,-62.368
781.92,-61.845
783.19,-61.262
784.45,-61.034
785.71,-60.516
786.98,-59.776
788.24,-59.358
789.51,-58.869
790.77,-58.209
792.04,-57.894
793.3,-57.633
794.56,-57.163
795.83,-56.91
797.09,-56.715
798.36,-56.304
799.62,-56.09
800.88,-56.016
802.15,-55.767
803.41,-55.668
804.68,-55.694
805.94,-55.505
807.21,-55.404
808.47,-55.455
809.73,-55.334
811,-55.309
812.26,-55.469
813.53,-55.448
814.79,-55.462
816.06,-55.637
817.32,-55.621
818.58,-55.631
819.85,-55.855
821.11,-55.926
822.38,-56.012
823.64,-56.306
824.91,-56.411
826.17,-56.473
827.43,-56.751
828.7,-56.866
829.96,-56.958
831.23,-57.317
832.49,-57.518
833.75,-57.648
835.02,-58.02
836.28,-58.2
837.55,-58.279
838.81,-58.655
840.08,-58.887
841.34,-59.029
842.6,-59.493
843.87,-59.774
845.13,-59.885
846.4,-60.31
847.66,-60.552
848.93,-60.636
850.19,-61.12
851.45,-61.458
852.72,-61.602
853.98,-62.139
855.25,-62.46
856.51,-62.505
857.77,-62.988
859.04,-63.305
860.3,-63.38
861.57,-63.988
862.83,-64.41
864.1,-64.487
865.36,-65.071
866.62,-65.407
867.89,-65.355
869.15,-65.938
870.42,-66.352
871.68,-66.391
872.95,-67.127
874.21,-67.595
875.47,-67.516
876.74,-68.146
878,-68.505
879.27,-68.344
880.53,-69.094
881.8,-69.62
883.06,-69.555
884.32,-70.415
885.59,-70.877
886.85,-70.556
888.12,-71.28
889.38,-71.695
890.64,-71.418
891.91,-72.421
893.17,-73.04
894.44,-72.753
895.7,-73.729
896.97,-74.137
898.23,-73.519
899.49,-74.457
900.76,-74.968
902.02,-74.546
903.29,-75.888
904.55,-76.526
905.82,-75.849
907.08,-76.963
908.34,-77.301
909.61,-76.383
910.87,-77.724
912.14,-78.336
913.4,-77.692
914.66,-79.44
915.93,-79.956
917.19,-78.715
918.46,-80.08
919.72,-80.359
920.99,-79.184
922.25,-81.176
923.51,-81.805
924.78,-80.782
926.04,-82.96
927.31,-83.171
928.57,-81.285
929.84,-83.154
931.1,-83.348
932.36,-81.987
933.63,-84.929
934.89,-85.332
936.16,-83.668
937.42,-86.275
938.69,-86.028
939.95,-83.603
941.21,-86.381
942.48,-86.319
943.74,-84.847
945.01,-89.064
946.27,-88.766
947.53,-86.146
948.8,-89.287
950.06,-88.47
951.33,-85.808
952.59,-90.075
953.86,-89.286
955.12,-87.742
956.38,-93.427
957.65,-91.786
958.91,-88.096
960.18,-92.184
961.44,-90.527
962.71,-88.075
963.97,-94.741
965.23,-92.212
966.5,-90.468
967.76,-97.203
969.03,-93.985
970.29,-89.641
971.55,-95.487
972.82,-92.275
974.08,-90.552
975.35,-101.38
976.61,-95
977.88,-92.577
979.14,-99.511
980.4,-95.184
981.67,-91.079
982.93,-100.12
984.2,-93.823
985.46,-93.282
986.73,-109.25
987.99,-97.447
989.25,-93.755
990.52,-101.32
991.78,-95.639
993.05,-92.709
994.31,-108.84
995.58,-95.332
996.84,-95.978
998.1,-105.25
999.37,-99.085
